Image,Labels
../train/cotton_weed\Eclipta\Eclipta_249.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_25.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_250.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_251.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_252.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_253.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_254.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_26.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_27.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_28.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_29.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_3.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_30.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_31.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_32.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_33.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_34.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_35.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_36.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_37.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_38.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_39.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_4.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_40.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_41.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_42.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_43.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_44.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_45.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_46.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_47.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_48.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_49.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_5.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_50.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_51.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_52.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_53.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_54.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_55.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_56.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_57.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_58.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_59.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_6.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_60.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_61.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_62.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_63.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_64.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_65.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_66.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_67.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_68.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_69.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_7.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_70.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_71.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_72.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_73.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_74.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_75.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_76.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_77.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_78.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_79.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_8.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_80.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_81.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_82.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_83.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_84.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_85.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_86.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_87.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_88.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_89.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_9.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_90.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_91.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_92.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_93.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_94.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_95.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_96.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_97.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_98.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_99.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_10.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_10_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_10_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_11.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_11_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_11_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_12.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_12_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_12_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_13.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_13_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_13_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_14.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_14_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_14_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_15.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_15_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_15_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_16.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_16_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_16_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_17.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_17_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_17_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_18.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_18_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_18_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_19.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_19_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_19_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_1_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_1_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_20.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_20_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_20_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_21.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_21_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_21_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_22.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_22_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_22_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_23.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_23_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_23_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_24.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_24_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_24_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_25.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_25_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_25_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_26.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_26_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_26_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_27.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_27_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_27_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_28.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_28_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_28_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_29.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_29_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_2_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_2_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_3.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_30.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_30_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_31.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_31_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_32.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_32_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_33.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_33_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_34.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_34_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_35.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_35_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_36.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_36_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_37.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_37_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_38.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_38_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_39.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_39_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_3_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_3_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_4.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_40.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_40_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_41.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_41_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_42.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_42_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_43.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_43_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_44.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_44_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_45.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_45_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_46.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_46_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_47.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_47_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_48.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_48_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_49.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_49_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_4_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_4_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_5.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_50.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_50_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_51.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_51_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_52.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_52_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_53.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_53_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_54.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_54_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_55.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_55_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_56.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_56_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_57.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_57_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_58.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_58_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_59.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_59_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_5_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_5_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_6.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_60.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_60_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_61.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_61_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_62.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_62_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_63.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_63_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_64.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_64_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_65.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_65_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_66.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_66_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_67.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_67_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_68.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_68_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_69.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_69_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_6_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_6_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_7.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_70.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_70_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_71.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_71_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_72.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_72_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_73.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_73_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_74.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_74_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_75.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_75_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_76.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_76_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_77.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_77_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_78.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_79.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_7_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_7_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_8.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_80.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_81.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_82.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_83.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_84.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_85.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_86.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_87.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_88.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_89.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_8_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_8_2.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_9.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_90.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_91.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_9_1.jpg,Eclipta
../train/cotton_weed\Eclipta\Eclipta_augmented_9_2.jpg,Eclipta
../train/cotton_weed\Goosegrass\Goosegrass_1.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_10.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_100.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_101.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_102.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_103.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_104.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_105.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_106.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_107.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_108.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_109.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_11.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_110.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_111.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_112.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_113.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_114.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_115.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_116.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_117.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_118.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_119.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_12.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_120.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_121.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_122.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_123.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_124.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_125.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_126.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_127.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_128.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_129.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_13.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_130.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_131.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_132.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_133.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_134.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_135.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_136.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_137.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_138.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_139.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_14.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_140.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_141.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_142.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_143.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_144.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_145.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_146.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_147.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_148.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_149.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_15.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_150.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_151.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_152.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_153.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_154.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_155.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_156.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_157.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_158.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_159.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_16.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_160.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_161.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_162.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_163.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_164.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_165.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_166.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_167.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_168.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_169.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_17.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_170.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_171.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_172.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_173.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_174.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_175.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_176.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_177.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_178.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_179.jpg,Goosegrass
../train/cotton_weed\Goosegrass\Goosegrass_18.jpg,Goosegrass
